alpha,28753,43129,57505,71882,86258,100634,115011,129387,143763,158140,172516,186892,201269,215645
-10,-0.0073,-0.0056,-0.01,-0.0051,-0.0047,-0.0086,-0.0084,-0.0078,-0.0061,-0.0043,-0.0041,-0.004,-0.004,-0.004
-9.8,-0.0088102729,-0.0065101601,-0.011203682,-0.0061074671,-0.0056981638,-0.0086024482,-0.0094946139,-0.008895226,-0.0074991431,-0.0053944915,-0.005104162,-0.0050023258,-0.0049975518,-0.0049927778
-9.6,-0.0096006575,-0.0075188416,-0.012543005,-0.0071099153,-0.006677354,-0.0088516574,-0.010511996,-0.0099217891,-0.0088187289,-0.0065947363,-0.0061252166,-0.0060192185,-0.0059932674,-0.0059673163
-9.4,-0.0092275905,-0.0082992655,-0.01329855,-0.0080508725,-0.0076154238,-0.0093865348,-0.011579435,-0.011003836,-0.010110854,-0.0079263591,-0.0071755994,-0.0070709478,-0.0070044884,-0.006938029
-9.2,-0.0098969878,-0.0091264407,-0.013520262,-0.0088988575,-0.0085902071,-0.010047608,-0.012604407,-0.012071764,-0.011355279,-0.0093756811,-0.0081944507,-0.0080856371,-0.0080252982,-0.0079649593
-9,-0.010679637,-0.0099567986,-0.013537712,-0.0097331325,-0.0095349279,-0.010796899,-0.013616485,-0.013099347,-0.012499347,-0.010818606,-0.009261971,-0.0091,-0.0090781293,-0.0090562585
-8.8,-0.011463327,-0.010755606,-0.012046845,-0.0105858,-0.010506855,-0.011659686,-0.014614036,-0.014120891,-0.013614036,-0.012274539,-0.01034978,-0.010124319,-0.010096246,-0.010068173
-8.6,-0.012728272,-0.01175479,-0.012465363,-0.011421004,-0.011476987,-0.012530195,-0.015595267,-0.015130195,-0.014661695,-0.013629705,-0.011557125,-0.01114978,-0.011110609,-0.011071437
-8.4,-0.013580842,-0.012833296,-0.013109719,-0.012498908,-0.012445813,-0.013474375,-0.01648123,-0.016085147,-0.01567666,-0.014929328,-0.012819799,-0.01219592,-0.012125788,-0.012055656
-8.2,-0.014682423,-0.013988513,-0.013988023,-0.01366555,-0.013288035,-0.014342549,-0.017321331,-0.016937979,-0.016544507,-0.015998154,-0.014137866,-0.013214853,-0.013127583,-0.013040314
-8,-0.015523165,-0.015262826,-0.015238154,-0.014786441,-0.014531877,-0.015178242,-0.018100602,-0.017766001,-0.017370734,-0.016900439,-0.015395053,-0.014141896,-0.014028563,-0.013909354
-7.8,-0.016574978,-0.01699224,-0.01700217,-0.015910885,-0.015701294,-0.01613042,-0.018868989,-0.018532592,-0.018120188,-0.017700929,-0.016574438,-0.014945926,-0.014820351,-0.014684495
-7.6,-0.017537287,-0.018058104,-0.017341356,-0.017151674,-0.016773221,-0.017509454,-0.019644934,-0.019299398,-0.018857615,-0.018434112,-0.017606591,-0.015713446,-0.015492881,-0.015270684
-7.4,-0.018374099,-0.019366654,-0.017793949,-0.017438795,-0.017788575,-0.01876825,-0.020612455,-0.020182963,-0.019678557,-0.01919194,-0.018507558,-0.016520515,-0.016026666,-0.015543753
-7.2,-0.019364847,-0.020517853,-0.018305751,-0.017878005,-0.01925839,-0.020114677,-0.021741783,-0.021312241,-0.020756799,-0.020200214,-0.019503202,-0.017374414,-0.016461858,-0.015586679
