alpha,28753,43129,57505,71882,86258,100634,115011,129387,143763,158140,172516,186892,201269,215645
-10,-0.1749,-0.0963,-0.051,-0.0187,0.0106,0.0263,0.0386,0.0508,0.0648,0.0771,0.0853,0.0952,0.1038,0.1113
-9.8,-0.16620611,-0.08915764,-0.043596892,-0.011701209,0.011716399,0.031852284,0.048465332,0.062011577,0.076281244,0.088764709,0.097952669,0.10081634,0.11582941,0.12470899
-9.6,-0.15663995,-0.080202172,-0.033713444,-0.0041142937,0.020038707,0.041353922,0.059193863,0.073278715,0.083884178,0.09328593,0.10538106,0.10938832,0.11904738,0.12707325
-9.4,-0.14742615,-0.073412532,-0.02402926,0.0040092517,0.029344996,0.048995773,0.064917182,0.076587814,0.089257935,0.10062164,0.11841936,0.11786247,0.12761872,0.13610694
-9.2,-0.14013098,-0.067725107,-0.019872467,0.013601029,0.035941769,0.055558633,0.072583234,0.084685693,0.098093109,0.10943349,0.1256242,0.12814639,0.13719254,0.14599571
-9,-0.13222889,-0.05985571,-0.012578766,0.01994156,0.042386871,0.062442162,0.082771054,0.092290081,0.10817043,0.11934602,0.13067777,0.13671978,0.14485825,0.15292966
-8.8,-0.12605812,-0.054185606,-0.0040425639,0.024781977,0.050711384,0.073190071,0.091231832,0.099815301,0.11304601,0.12273765,0.13288208,0.14169438,0.15178444,0.1606959
-8.6,-0.12178385,-0.048682578,-0.0015194534,0.032635043,0.056280607,0.076585667,0.093636431,0.1054125,0.11860999,0.1303787,0.13996302,0.15037527,0.16128178,0.17059641
-8.4,-0.11541293,-0.040743794,0.0063160255,0.035726241,0.061150554,0.083358842,0.10146649,0.11422774,0.12731827,0.13894273,0.1497566,0.15726793,0.17219968,0.18063454
-8.2,-0.11174727,-0.037315292,0.011850283,0.041646315,0.069532496,0.092534423,0.10884043,0.11876399,0.13011958,0.14120182,0.1531754,0.16411959,0.17601683,0.1862187
-8,-0.10473173,-0.030602626,0.016085249,0.049755918,0.075887351,0.095042598,0.11072001,0.12425352,0.13707642,0.14872443,0.16220062,0.17374766,0.18593575,0.1967398
-7.8,-0.092273655,-0.025717195,0.023922524,0.051098648,0.082277301,0.10279487,0.11873688,0.13251883,0.14594208,0.15405048,0.17124469,0.18277771,0.19475686,0.20584191
-7.6,-0.084175774,-0.021859661,0.02571894,0.058704048,0.090827662,0.10864789,0.12191132,0.13466354,0.14751903,0.15949769,0.17391915,0.1879585,0.20044609,0.21302253
-7.4,-0.07447683,-0.013681314,0.03180287,0.06210096,0.092925256,0.11164185,0.12650392,0.14147456,0.15572736,0.16880505,0.18308923,0.19735009,0.21148945,0.2247031
-7.2,-0.069397103,-0.011518056,0.035849699,0.067045887,0.098946445,0.1180995,0.1318587,0.14820035,0.16144417,0.17407774,0.18728251,0.20243368,0.21752396,0.23209723
-7,-0.063149377,0.0021570086,0.041092193,0.0751341,0.10262608,0.11958341,0.13434959,0.15123628,0.16665756,0.18138373,0.19461808,0.21007199,0.22614376,0.24202466
-6.8,-0.059380834,0.0088035412,0.048964573,0.076011569,0.10523346,0.12231634,0.13899794,0.15831744,0.17450432,0.18889079,0.20316524,0.21657979,0.23400329,0.2504866
-6.6,-0.054765289,0.012806979,0.055182063,0.084125917,0.10962252,0.12563447,0.14042548,0.15873051,0.17569548,0.19143726,0.20820316,0.22396718,0.2394522,0.25840366
-6.4,-0.052041682,0.01739446,0.058787298,0.085169563,0.10778805,0.12692355,0.14450106,0.16042799,0.18076878,0.19807717,0.21588327,0.23251815,0.24857787,0.26318424
-6.2,-0.048152857,0.016734354,0.058759584,0.08769514,0.11144198,0.12928126,0.14479584,0.16374414,0.18108154,0.19919307,0.21908753,0.23838582,0.25711038,0.27267515
-6,-0.04606199,0.017409902,0.061767975,0.087762768,0.10950464,0.13045749,0.14651993,0.16813104,0.18414678,0.20525835,0.22561983,0.246186,0.26517379,0.28083638
-5.8,-0.040931476,0.019775661,0.061248243,0.089570461,0.11079069,0.1314532,0.1502174,0.1705947,0.18804344,0.2107377,0.23324099,0.25649695,0.27816546,0.29353448
-5.6,-0.038061441,0.022520789,0.066565148,0.091207049,0.11480399,0.13452583,0.15678305,0.17881728,0.19685469,0.21991682,0.24305103,0.26662037,0.28867358,0.30729805
-5.4,-0.031372896,0.029118136,0.068190466,0.096089453,0.12179923,0.13875352,0.16170564,0.18379853,0.204246,0.22951221,0.25538191,0.28132949,0.30239117,0.32101231
-5.2,-0.027722533,0.034525979,0.074657541,0.10016966,0.12509895,0.14619534,0.17088597,0.19452492,0.21567604,0.24111188,0.26750586,0.29357249,0.31731201,0.33660971
-5,-0.019534189,0.039920169,0.077803359,0.10723285,0.13446004,0.15334056,0.17796375,0.20254214,0.22651699,0.25468561,0.28388086,0.30850098,0.33136073,0.35187953
-4.8,-0.014389697,0.046071203,0.082885152,0.11335058,0.13909013,0.16321866,0.18921564,0.21613878,0.24015311,0.26860172,0.29770401,0.32490875,0.34731908,0.36633031
-4.6,-0.0049414648,0.052880258,0.090633368,0.12219086,0.15096134,0.17323947,0.1996017,0.22702591,0.25525355,0.28688215,0.31487087,0.34089726,0.36425457,0.38123588
-4.4,-5.2751423e-05,0.060465445,0.098544168,0.13070719,0.15950427,0.18567624,0.214337,0.24323494,0.27208876,0.30343018,0.33398954,0.35922975,0.38051624,0.39673218
-4.2,0.010889601,0.069416444,0.10837709,0.14196663,0.17484596,0.19922018,0.2286981,0.25910128,0.29187374,0.32458476,0.35300806,0.37922302,0.39848502,0.41367241
-4,0.016141595,0.080267199,0.12107364,0.15426718,0.19013113,0.21465953,0.24837761,0.27957524,0.31169561,0.34582673,0.37355931,0.40034235,0.41761293,0.43193441
